name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,n_beats,genre
Turn Da Music Up,278000,False,25,2 Brothers On The 4th Floor,Dreams,0.801,0.808,0,-7.974,0.0,0.0538,0.0291,0.0011,0.15,0.814,122.136,4.0,558.0,happy
Pisadinha dos 600,127325,False,52,Turma da Pisadinha;Anderson & Vei da Pisadinha,Pisadinha dos 600,0.648,0.871,10,-4.578,0.0,0.0482,0.328,0.426,0.0454,0.891,91.995,4.0,189.0,forro
Audio Assault,317840,False,8,General Midi,Operation Overdrive,0.649,0.975,9,-5.361,1.0,0.0917,0.0124,0.112,0.056,0.394,128.019,4.0,678.0,breakbeat
Skipping Rocks,141500,False,7,Justnormal,Gossamer,0.661,0.714,1,-7.915,1.0,0.0445,0.91,0.872,0.102,0.061,80.008,4.0,187.0,study
Fragile,159850,False,5,Corvad,Fragile,0.852,0.845,0,-6.84,1.0,0.0408,0.857,0.934,0.0966,0.387,125.006,4.0,333.0,techno
Strangled,283440,True,26,Snake River Conspiracy,Sonic Jihad,0.468,0.85,7,-2.553,1.0,0.0358,0.232,0.0117,0.35,0.127,90.023,4.0,419.0,industrial
Trying To Find Home,348178,False,8,Toronto Is Broken;Jodie Carnall,Liquicity Drum & Bass 2017,0.584,0.919,4,-3.986,0.0,0.0545,0.00215,0.709,0.0805,0.365,174.977,4.0,1005.0,idm
Tum Se Hi,321225,False,79,Pritam;Mohit Chauhan,Jab We Met,0.609,0.538,6,-7.842,1.0,0.0273,0.328,0.0,0.125,0.608,130.015,4.0,694.0,indian
Promised Land - Floorplan Paradise Remix,318592,False,0,Joe Smooth;Floorplan,Armada Electronic Elements - ADE 2022,0.648,0.827,11,-5.823,0.0,0.0863,0.00533,0.00474,0.133,0.17,124.983,4.0,661.0,chicago-house
Impressed,424367,True,18,DJ Isaac,Impressed,0.716,0.859,6,-4.665,1.0,0.135,0.000603,0.0904,0.0827,0.0683,146.002,4.0,1028.0,happy
Khilte Rang,197694,False,12,Nikhil Swaroop,Khilte Rang,0.72,0.243,11,-12.47,0.0,0.0352,0.95,0.000618,0.107,0.33,136.009,3.0,427.0,indian
Alive (Studio),227600,False,40,Hillsong Young & Free;Alexander Pappas,We Are Young & Free,0.714,0.743,1,-3.494,0.0,0.0464,0.00168,2.81e-05,0.064,0.683,131.997,4.0,496.0,afrobeat
Wired,202652,False,0,Sonny Fodera;Ella Eyre,Cardio Tracks,0.7,0.764,9,-4.836,0.0,0.0314,0.0247,0.0,0.162,0.424,125.02,4.0,408.0,chicago-house
In My Head - Klubjumpers Extended Mix,358595,False,0,Jason Derulo,10's Dance Classics,0.693,0.978,0,-3.943,1.0,0.0525,0.00491,1.59e-05,0.0874,0.545,128.013,4.0,747.0,breakbeat
No Silêncio,287506,False,3,Rose Nascimento,Primeiro Passo,0.414,0.633,8,-3.889,1.0,0.0334,0.644,0.0,0.107,0.281,127.986,4.0,598.0,brazil
Anaphora,266040,False,33,Ochre,Beyond the Outer Loop,0.734,0.594,8,-8.719,1.0,0.104,0.00161,0.79,0.101,0.378,119.076,4.0,515.0,idm
To Tha Down,372610,False,13,Mark Farina,Isolated Samples,0.888,0.702,2,-11.143,1.0,0.0626,0.000971,0.853,0.0731,0.924,119.154,4.0,737.0,chicago-house
Mostra,148119,False,34,Henry Freitas,O Forró Voltou,0.543,0.933,10,-1.373,1.0,0.0741,0.556,4.21e-05,0.137,0.762,160.013,4.0,375.0,forro
Möt familjen,128345,False,17,Germaine Franco,Encanto (Svenskt Original Soundtrack),0.808,0.316,0,-14.883,1.0,0.0847,0.434,0.746,0.0797,0.315,96.393,4.0,199.0,disney
“16”,236146,False,36,BOØWY,SINGLES,0.555,0.935,4,-5.294,1.0,0.112,0.0114,0.00176,0.214,0.376,99.475,4.0,382.0,j-dance
都幾歲了 (電視劇【幸福一家人】片尾曲),241891,False,37,Ella Chen,都幾歲了 (電視劇【幸福一家人】片尾曲),0.624,0.499,7,-7.631,1.0,0.0276,0.179,0.0,0.17,0.305,115.986,4.0,456.0,mandopop
¡Hola Casita!,45920,False,36,Germaine Franco,Encanto (Trilha Sonora Original em Português),0.168,0.388,0,-11.983,1.0,0.04,0.792,0.804,0.282,0.045,90.142,3.0,62.0,disney
Prins Ali,172786,False,28,Preben Kristensen;Tritonus Koret,Aladdin (Originalt Dansk Soundtrack),0.512,0.484,10,-13.226,0.0,0.0952,0.779,0.0,0.102,0.721,104.481,4.0,289.0,disney
Raparigafobia,187237,False,38,Anderson & Vei da Pisadinha,Outubro 2021 (Ao Vivo),0.652,0.938,2,-3.256,0.0,0.0592,0.072,0.000695,0.0447,0.951,169.924,4.0,524.0,forro
Lambiyaan Si Judaiyaan,238243,False,55,Pritam;Arijit Singh;Shadab;Altamash Faridi,Raabta,0.436,0.719,11,-5.957,0.0,0.0852,0.271,0.0,0.132,0.709,171.858,4.0,672.0,indian
Um samba pra John Coltrane,100146,False,26,Thiago França,Na Gafieira,0.701,0.715,10,-7.829,0.0,0.0451,0.313,0.958,0.0418,0.774,139.733,4.0,224.0,afrobeat
High On A Mountain,186333,False,33,Hot Rize,Hot Rize,0.439,0.274,0,-16.033,1.0,0.0377,0.793,8.49e-05,0.227,0.682,201.5,4.0,597.0,bluegrass
Breakthrough Miracle Power,352520,False,38,Passion;Kristian Stanfill,Breakthrough Miracle Power / You Are The Lord,0.488,0.555,8,-6.777,1.0,0.0271,0.136,0.0,0.114,0.202,143.886,4.0,817.0,iranian
Parliament Of Aliens Part III,33203,False,2,Mouse On Mars;Bryce Dessner,Dimensional People,0.548,0.378,2,-13.835,1.0,0.0468,0.552,0.0608,0.194,0.437,109.777,5.0,51.0,idm
Wind It Up,273066,False,47,The Prodigy,Experience,0.567,0.856,1,-11.321,1.0,0.0451,0.000805,0.548,0.0795,0.719,145.043,4.0,658.0,breakbeat
Cigana,109453,False,49,Dan Ventura,Seresta do Dan Ventura,0.925,0.786,0,-4.835,1.0,0.0396,0.0612,4.26e-06,0.0925,0.96,128.033,4.0,232.0,forro
Que Chulada De Mujer,192773,False,38,Huichol Musical,Desde Mexico Cumbia Cusinela,0.692,0.842,2,-2.655,1.0,0.0365,0.689,0.000316,0.096,0.889,156.821,4.0,490.0,spanish
Blessed Be Your Name - Live,386040,False,35,Travis Cottrell,Alive Forever (Live),0.546,0.514,9,-7.224,1.0,0.0324,0.377,6.87e-06,0.1,0.14,119.91,4.0,756.0,mandopop
愛人錯過,292074,False,65,告五人,我肯定在幾百年前就說過愛你,0.549,0.923,1,-3.857,1.0,0.0393,0.0295,8.76e-05,0.14,0.498,140.045,4.0,681.0,mandopop
And Died Again - Edit,195551,True,20,Nosferatu,Decibel outdoor 2017,0.523,0.982,9,-3.606,0.0,0.0895,0.112,4.26e-05,0.341,0.259,97.436,4.0,314.0,happy
No Fate,188706,False,6,Scooter,Encore - Live and Direct,0.58,0.936,4,-11.539,1.0,0.0401,0.0828,0.78,0.299,0.62,142.018,4.0,434.0,happy
Construir Mi Vida,394466,False,30,Passion;Brett Younker,Glorioso Día,0.36,0.558,7,-6.479,1.0,0.0339,0.0735,1.51e-05,0.138,0.0931,139.676,4.0,904.0,afrobeat
Saber si estoy a tiempo (feat. María José),228123,False,30,Café Quijano;María José,Saber si estoy a tiempo (feat. María José),0.643,0.631,4,-5.825,0.0,0.0392,0.354,1.84e-06,0.102,0.184,144.019,4.0,538.0,spanish
Munjaane Manjalli,340244,False,5,Raghu Dixit,Just Maath Maathali,0.39,0.505,9,-8.671,1.0,0.0381,0.421,0.0,0.0918,0.28,113.706,4.0,754.0,indian
Samba Sambei - Dub Mix,220653,False,18,Criolo,Nó na Orelha,0.795,0.664,11,-10.679,1.0,0.0519,0.188,0.89,0.172,0.854,136.029,4.0,492.0,afrobeat
Pumped up Kicks,222243,False,30,Hayseed Dixie,"Grasswhoopin' Party Pack, Vol. 2",0.648,0.495,2,-7.198,1.0,0.0437,0.756,0.000887,0.138,0.918,130.405,4.0,474.0,bluegrass
天轟回來到,150629,True,22,Asiaboy 禁藥王 ＆ Lizi 栗子,天轟回來到,0.702,0.937,10,-3.108,0.0,0.128,0.00679,0.0,0.328,0.558,150.013,4.0,364.0,mandopop
Comin' Back,338813,False,10,The Crystal Method,Vegas (Deluxe Edition),0.556,0.963,5,-7.186,1.0,0.0845,0.0515,0.605,0.148,0.103,129.014,4.0,723.0,breakbeat
El Sol No Regresa,228560,False,78,La Quinta Estacion,Flores De Alquiler,0.615,0.878,3,-4.056,1.0,0.035,0.052,1.16e-06,0.326,0.72,127.906,4.0,474.0,spanish
Kiss & Tell,207066,False,20,Ryuji Imaichi,ZONE OF GOLD,0.609,0.828,6,-5.001,1.0,0.0382,0.331,0.0,0.17,0.675,89.934,4.0,303.0,j-dance
Take Your Shoes Off Moses,136066,False,27,Ralph Stanley,Cry From The Cross,0.603,0.531,10,-12.271,1.0,0.0295,0.532,0.00654,0.257,0.886,137.667,4.0,300.0,bluegrass
Oddloop,255293,False,58,frederic,oddloop,0.424,0.899,11,-3.937,1.0,0.0572,0.0034,8.1e-05,0.223,0.74,171.832,4.0,721.0,j-idol
Mary's Kitchen,163093,False,32,Old Crow Medicine Show,Tennessee Pusher,0.44,0.878,11,-4.216,0.0,0.0864,0.249,6.58e-05,0.117,0.492,202.037,3.0,530.0,bluegrass
Aeon of achamenid,337871,False,0,Helzgloriam,Decapitated mystics of the serpent,0.119,0.916,6,-4.052,0.0,0.0573,1.2e-05,0.481,0.0578,0.136,154.964,4.0,832.0,iranian
Strumień Świadomości,195797,True,19,Truchło Strzygi,Gwiezdny Demon,0.276,0.886,1,-6.04,1.0,0.0905,7.66e-05,0.0378,0.362,0.365,94.63,4.0,305.0,black-metal
Delmonico Polka - Soundtrack Version,62266,False,26,Randy Newman,Ragtime,0.688,0.4,7,-12.833,1.0,0.0425,0.472,0.94,0.135,0.962,127.396,4.0,131.0,disney
Pulse - Original Mix,420008,True,16,Aaron Smith,Prison 200: Ibiza 2016 All Genres,0.803,0.956,7,-5.975,1.0,0.0596,0.00188,0.893,0.204,0.478,123.01,4.0,855.0,chicago-house
In the Ballroom,288698,False,1,Jennifer Cardini;David Shaw and The Beat,Tsugi Electro,0.815,0.448,2,-7.627,1.0,0.0527,0.00089,0.638,0.0984,0.474,110.011,4.0,528.0,techno
Room for You,207743,False,48,Eric Chou,終於了解自由 (Deluxe),0.568,0.674,10,-8.553,1.0,0.0302,0.573,0.000135,0.118,0.391,150.008,4.0,511.0,mandopop
Die Very Rough - Remix,142602,False,31,Mvntana,Die Very Rough (Remix),0.725,0.529,11,-10.434,0.0,0.0566,0.0154,0.0268,0.268,0.321,82.512,4.0,195.0,techno
Girls Dem Sugar (Remix),257226,False,27,Beenie Man;Mýa,Reggae Gold 25th Anniversary: '90s Rewind,0.591,0.769,2,-5.239,1.0,0.15,0.049,0.0,0.369,0.723,124.007,5.0,519.0,j-dance
Shooting Star - Euro Mix,332349,False,26,Bang!,Shooting Star,0.61,0.592,1,-12.325,1.0,0.0413,0.00044,0.878,0.0636,0.127,170.018,4.0,932.0,happy
Leblos,234013,True,31,Eisregen,Leblos,0.458,0.963,11,-5.455,0.0,0.0623,2.4e-05,2.31e-05,0.156,0.607,74.991,4.0,287.0,black-metal
Volta Vai,258899,False,47,Raquel dos Teclados,Recordações,0.738,0.69,5,-4.588,1.0,0.045,0.342,0.000103,0.0954,0.668,139.851,4.0,597.0,forro
Kentucky Waltz,160133,False,29,The Osborne Brothers,Bluegrass Collection,0.545,0.326,5,-10.228,1.0,0.0283,0.74,0.000147,0.278,0.364,95.282,3.0,248.0,bluegrass
Devil Virgin,225813,True,18,Midnight,Let There Be Witchery,0.365,0.977,9,-5.786,1.0,0.0686,4.03e-05,0.688,0.096,0.138,129.061,4.0,473.0,black-metal
Eu Não Matei Joana d'Arc,225533,False,49,Camisa de Vênus,Batalhões de Estranhos,0.399,0.75,2,-11.185,1.0,0.118,0.00481,0.000483,0.0748,0.745,197.679,4.0,721.0,brazil
ガラスを割れ!,222666,False,20,Keyakizaka46,ガラスを割れ!,0.424,0.929,1,-3.601,0.0,0.0925,0.119,0.0,0.289,0.548,81.984,4.0,298.0,j-idol
Haltija,328322,False,34,Etherwood,Forza Horizon 4: Hospital Soundtrack,0.385,0.841,1,-6.716,1.0,0.0392,0.00765,0.944,0.397,0.0801,172.01,4.0,927.0,idm
Dead Guy,315506,True,28,Ministry,Filth Pig,0.431,0.841,11,-6.917,1.0,0.0974,7.06e-06,0.728,0.0759,0.642,166.113,4.0,868.0,industrial
His Mercy Is More (Live),286851,False,50,Shane & Shane,Hymns Live,0.448,0.52,7,-7.17,1.0,0.0298,0.598,0.0,0.093,0.347,117.903,3.0,562.0,iranian
夢ノカケラ・・・,249626,False,31,ZONE,E 〜Complete A side Singles〜,0.586,0.65,6,-6.688,1.0,0.0294,0.234,0.0,0.0955,0.492,118.15,4.0,480.0,j-idol
Kuch Soona Sa Hai,283312,False,31,Ayush Panda,Kuch Soona Sa Hai,0.639,0.386,10,-8.845,1.0,0.0252,0.822,1.85e-06,0.107,0.158,91.89,4.0,428.0,indian
Don't Hate The 808 (feat. Lafa Taylor),197250,False,37,Bassnectar;Lafa Taylor,Noise vs Beauty,0.511,0.97,5,-2.299,1.0,0.0531,0.000337,1.39e-05,0.402,0.27,160.044,4.0,513.0,breakbeat
The Wait Is Over,139770,False,26,Matt Large,As Real As It Gets,0.676,0.397,2,-10.426,1.0,0.0367,0.132,0.948,0.109,0.296,87.991,4.0,205.0,study
Mizaaj,263509,False,48,The Local Train,Vaaqif,0.535,0.701,1,-5.905,0.0,0.0297,0.00649,6.37e-06,0.403,0.334,138.05,4.0,593.0,indian
Levitating (Slowed),237516,False,13,Mooney Tunes,Levitating (Slowed),0.598,0.671,6,-11.228,0.0,0.0505,0.0535,0.0,0.228,0.701,88.582,4.0,343.0,indian
Mundo Novo,170831,True,37,Maneva,Mundo Novo,0.726,0.73,10,-7.221,1.0,0.146,0.0855,0.0,0.229,0.782,92.978,4.0,258.0,brazil
We All Get Lonely,238040,False,3,Trampled by Turtles,Life is Good on the Open Road,0.508,0.522,8,-6.032,1.0,0.0326,0.219,0.0,0.138,0.463,127.964,4.0,485.0,bluegrass
新地球,277413,False,48,JJ Lin,新地球,0.639,0.664,9,-5.923,1.0,0.0394,0.0596,5.18e-05,0.119,0.204,120.008,4.0,548.0,mandopop
Fearless Dream,334013,False,0,Angband,Saved from the Truth,0.436,0.903,2,-4.493,0.0,0.0894,0.00147,3.88e-05,0.127,0.422,96.637,4.0,528.0,iranian
サイレントマジョリティー,265826,False,25,Keyakizaka46,永遠より長い一瞬 ~あの頃、確かに存在した私たち~(Complete Edition),0.582,0.95,1,-2.45,1.0,0.0827,0.262,0.0,0.314,0.826,123.02,4.0,533.0,j-idol
Star Maker,268986,False,0,Priest,Cyberhead,0.611,0.818,2,-5.281,1.0,0.0305,0.00179,0.0407,0.0904,0.943,127.975,4.0,565.0,industrial
オーダーメイドとレディーメイド,207100,False,15,Wasuta,我々はネコである。,0.68,0.907,1,-3.031,1.0,0.0498,0.0917,2.33e-06,0.216,0.689,130.035,4.0,440.0,j-idol
Nok Tup,245133,False,0,Luke Vibert,YosepH,0.551,0.844,11,-4.863,1.0,0.0609,0.175,0.921,0.177,0.793,122.425,3.0,529.0,idm
Pump Action,134908,False,51,Overseer,Superconductor EP,0.609,0.828,4,-9.443,1.0,0.0318,0.000728,0.695,0.126,0.5,105.005,4.0,224.0,breakbeat
Hear Me Now,194840,False,78,Alok;Zeeba;Bruno Martini,Hear Me Now (feat. Zeeba),0.778,0.463,11,-7.603,1.0,0.0389,0.546,0.00289,0.0731,0.496,121.999,4.0,386.0,chicago-house
Sonhar - Ao Vivo,166600,False,46,Banda Magníficos,Ao Vivo,0.558,0.88,0,-6.29,1.0,0.0493,0.118,0.0,0.37,0.73,107.385,4.0,297.0,forro
"Persian Gardens, Op. 111 : Episode VI",340506,False,0,Alireza Mashayekhi;Farimah Ghavamsadri;National Symphony Orchestra of Ukraine;Vladimir Sirenko,Persian Gardens (Piece for Piano and Orchestra),0.158,0.116,9,-18.078,1.0,0.0375,0.936,0.911,0.234,0.0364,67.645,4.0,372.0,iranian
The Dreamtheme,185209,False,19,The Prophet,Thunderdome 25 Years Of Hardcore,0.524,0.989,6,-5.778,1.0,0.0523,7.96e-05,0.378,0.341,0.534,99.889,4.0,303.0,happy
灰色と青 ( + 菅田将暉 ),332186,False,64,Kenshi Yonezu;SUDA MASAKI,BOOTLEG,0.522,0.597,4,-4.883,1.0,0.0295,0.345,0.0,0.103,0.387,80.952,4.0,441.0,j-idol
Prólogo,138706,False,28,Mägo de Oz,Finisterra Ópera Rock,0.223,0.5,7,-6.808,1.0,0.0319,0.0225,0.567,0.192,0.0463,97.546,3.0,222.0,spanish
Pumpkin Patch,204730,False,19,CoComelon,Pumpkin Patch,0.889,0.383,11,-8.738,1.0,0.0362,0.562,7.37e-05,0.143,0.767,139.979,4.0,466.0,disney
On the Run,229493,False,24,Yonder Mountain String Band,Elevation,0.505,0.671,0,-10.34,1.0,0.0328,0.591,0.124,0.323,0.961,160.67,4.0,603.0,bluegrass
Physio,215172,False,14,Shimon;Darrison,Physio,0.489,0.977,1,-0.938,1.0,0.0827,0.0386,0.027,0.291,0.155,116.011,5.0,463.0,idm
Toyland,86517,False,31,Rob Cantor,Disney Junior Music: Lullabies Vol. 2,0.265,0.28,10,-10.714,1.0,0.0342,0.348,0.567,0.0638,0.48,149.022,3.0,206.0,disney
Sueño por Sueño,248866,False,37,Magneto,La Historia De Magneto,0.535,0.415,11,-11.765,1.0,0.0351,0.325,3.47e-05,0.0956,0.173,72.975,4.0,593.0,spanish
Uni Version,287693,False,11,alva noto,Unieqav,0.672,0.394,4,-14.627,1.0,0.0908,0.135,0.873,0.108,0.0375,157.578,5.0,745.0,idm
トロイメライ,266186,False,22,PASSEPIED,ONOMIMONO,0.526,0.847,5,-3.506,0.0,0.0588,0.133,3.02e-05,0.402,0.742,164.927,4.0,718.0,j-idol
Incomparável Amor - Acústico,173871,False,0,Gabriel Brito,Incomparável Amor (Acústico),0.494,0.206,7,-8.657,1.0,0.0323,0.822,3.13e-06,0.236,0.276,125.89,4.0,354.0,brazil
今天妳要嫁給我,272066,False,52,Jolin Tsai;David Tao,唯舞獨尊演唱會鮮聽版&特別混音專輯,0.751,0.562,2,-7.143,1.0,0.0294,0.312,0.0,0.0928,0.666,90.987,4.0,406.0,mandopop
...And She Never Returned,212000,False,25,CKY,Carver City,0.417,0.979,2,-3.737,0.0,0.0766,4.44e-06,0.0642,0.103,0.422,112.223,4.0,392.0,industrial
Better,310571,False,19,Faderhead;Chris Harms,Better,0.441,0.756,9,-7.557,0.0,0.0322,0.0212,0.105,0.378,0.367,144.3,4.0,734.0,industrial
Skylight,299946,False,0,Overseer,Blade:Trinity,0.623,0.752,7,-9.565,1.0,0.0467,0.00179,0.783,0.119,0.169,110.007,4.0,545.0,breakbeat
Warfare,104493,True,21,Toxic Holocaust,Evil Never Dies,0.341,0.976,2,-5.634,1.0,0.0716,4.35e-06,0.0125,0.141,0.399,105.38,4.0,178.0,black-metal
Dance With Me,391590,False,64,Kevin de Vries,Dance With Me EP,0.792,0.704,6,-7.181,1.0,0.0631,0.00213,0.564,0.123,0.472,124.003,4.0,807.0,techno
さくら,283493,False,38,Berry Goodman,Spring Spring Spring,0.667,0.83,3,-5.173,1.0,0.0492,0.229,0.0,0.0873,0.691,96.026,4.0,450.0,j-dance
Ramen and Herb,137340,False,35,Ferris Ferris,Ramen and Herb,0.74,0.463,7,-10.176,0.0,0.0828,0.1,0.864,0.106,0.575,90.015,4.0,200.0,study
Fuck martina,224119,False,26,Neophyte,Not Enough Middle Fingers,0.559,0.937,11,-9.511,1.0,0.0702,0.000126,0.851,0.147,0.34,184.999,4.0,683.0,happy
Meet You In The Sunshine,364053,False,12,The New Mastersounds;Eddie Roberts;Lamar Williams Jr.,The Deplar Effect,0.579,0.833,6,-9.369,1.0,0.0428,0.0785,0.165,0.221,0.732,95.838,4.0,579.0,afrobeat
I Wish I Was,316440,False,57,The Avett Brothers,True Sadness,0.491,0.299,11,-8.86,1.0,0.0317,0.806,0.0,0.188,0.265,109.329,4.0,548.0,bluegrass
Like Something for Porno,202973,False,20,Felix Da Housecat,Virgo Blaktro and the Movie Disco,0.812,0.821,10,-7.701,0.0,0.0354,0.000703,0.0214,0.0898,0.968,128.995,4.0,433.0,chicago-house
Salt Lamp,138759,False,37,Jobii,Runoff,0.648,0.54,7,-7.129,1.0,0.0539,0.351,0.759,0.0951,0.249,154.021,4.0,354.0,study
Nuvens,169133,False,32,Tim Maia,Nuvens,0.535,0.779,7,-6.865,0.0,0.0522,0.068,0.00196,0.16,0.769,112.548,4.0,314.0,brazil
La Chula,222906,False,37,Miguel Bosé,Esencial Miguel Bose,0.783,0.877,11,-6.298,1.0,0.0776,0.277,1.12e-05,0.233,0.929,128.946,4.0,477.0,spanish
Progenies of the Great Apocalypse,317800,False,50,Dimmu Borgir,Death Cult Armageddon,0.11,0.939,3,-3.975,0.0,0.104,0.000391,0.35,0.145,0.097,88.58,5.0,538.0,black-metal
DISCOTEKA,174801,False,0,Lola Indigo;Maria Becerra,Bájale como 7500,0.795,0.854,0,-5.462,1.0,0.0444,0.162,1.21e-06,0.0923,0.549,105.992,4.0,305.0,spanish
Foggy Mountain Special,120840,False,26,Flatt & Scruggs,Columbia Records Country Music Foundation Heritage Edition,0.618,0.497,8,-10.434,1.0,0.062,0.203,0.922,0.0841,0.977,109.371,4.0,215.0,bluegrass
売旬,310599,False,25,QUEEN BEE;Ai Shinozaki,売旬,0.692,0.969,0,-3.427,1.0,0.0395,0.126,0.00183,0.0563,0.863,129.988,4.0,670.0,j-dance
I Love You - Love Mix,217916,False,1,The Prophet,The Hardcore Archive Part 2 (1995 - 1996),0.682,0.877,0,-4.89,1.0,0.0477,0.0158,0.218,0.0439,0.512,144.003,4.0,518.0,happy
Garota de Cinema,259480,False,42,Forró Boys,"Forró di Katiguria, Vol. 3",0.577,0.849,6,-4.483,1.0,0.0389,0.0709,0.0,0.133,0.932,185.957,4.0,804.0,forro
ランデヴー,245240,False,36,YUKI,うれしくって抱きあうよ,0.652,0.862,0,-3.607,1.0,0.0344,0.0951,1.77e-05,0.195,0.723,124.96,4.0,508.0,j-idol
アイノカタチ,277007,False,16,Dempagumi.Inc,愛が地球救うんさ!だってでんぱ組.incはファミリーでしょ,0.594,0.99,1,-2.579,1.0,0.0722,0.00206,1.75e-06,0.135,0.758,100.016,4.0,453.0,j-idol
Moonrise City,136544,False,10,Justnormal,"If you're with me, you're with me.",0.541,0.504,9,-8.12,0.0,0.0529,0.785,0.323,0.107,0.435,101.444,3.0,230.0,study
ONCE AGAiN,285050,False,11,BiS,Hey boy hey girl,0.655,0.73,8,-3.693,1.0,0.0371,0.0386,0.00175,0.0969,0.499,100.071,4.0,468.0,j-idol
Without A Word,238560,False,51,Sara Watkins,Young In All The Wrong Ways,0.579,0.171,11,-14.495,1.0,0.0303,0.901,0.000308,0.111,0.389,136.311,4.0,533.0,bluegrass
分裂,252626,False,48,Jay Chou,八度空間,0.637,0.438,1,-8.504,1.0,0.0282,0.515,7.15e-06,0.0959,0.145,122.699,4.0,508.0,mandopop
Long Road,241760,False,46,Funki Porcini,Hed Phone Sex,0.69,0.513,5,-12.529,1.0,0.0975,0.302,0.536,0.281,0.635,142.221,4.0,567.0,j-dance
小麦色のマーメイド,215640,False,34,Seiko Matsuda,小麦色のマーメイド,0.666,0.471,3,-9.866,1.0,0.0301,0.316,5.54e-06,0.113,0.662,154.667,4.0,542.0,j-idol
Resurrection,275644,False,2,Kahtmayan,Resurrection 1,0.582,0.97,4,-3.26,0.0,0.0781,0.000258,0.00033,0.062,0.151,120.035,4.0,537.0,iranian
Lion Man - Live,247680,False,31,Criolo;Emicida,Criolo E Emicida Ao Vivo (Live),0.438,0.702,2,-6.294,0.0,0.0405,0.587,0.0,0.504,0.249,84.176,4.0,349.0,afrobeat
I Belong,159053,False,41,Cast - Sofia the First;Sofia,Sofia the First,0.566,0.446,10,-6.657,1.0,0.0396,0.663,0.0,0.198,0.354,150.88,4.0,389.0,disney
Lymn - Extended Mix,403666,False,0,Oliver Schories,"Melodies & Harmonies, Vol. 32",0.81,0.672,2,-9.582,0.0,0.0526,0.000153,0.924,0.0806,0.285,124.0,4.0,831.0,techno
Como É Que Cancela,190162,False,52,Pablo,Gênio da Latinha,0.649,0.666,11,-4.871,0.0,0.0706,0.404,0.0,0.302,0.783,131.812,4.0,415.0,forro
With An Audible Voice,126000,False,19,Joi Casette,With An Audible Voice,0.592,0.362,11,-10.366,1.0,0.072,0.133,0.774,0.21,0.432,79.973,4.0,162.0,study
Soul Patrol,331776,False,15,Total Science;MC Conrad,Soul Patrol,0.52,0.995,6,-2.855,1.0,0.0825,0.000894,0.119,0.32,0.881,175.951,4.0,960.0,industrial
You Made Me Like This,436626,True,34,Hozho,Yin Yang,0.805,0.672,11,-8.592,0.0,0.0454,0.00748,0.644,0.09,0.328,127.003,4.0,926.0,techno
天空之外 (電視劇《陪你到世界之巔》片尾曲),297948,False,38,Xian Zi,電視劇《陪你到世界之巔》音樂原聲帶,0.538,0.508,3,-6.993,1.0,0.033,0.275,1.72e-06,0.106,0.166,80.045,4.0,385.0,mandopop
Oya,323291,False,0,Metá Metá,MetaL MetaL,0.44,0.742,4,-5.234,0.0,0.124,0.227,0.000159,0.399,0.368,129.169,3.0,411.0,afrobeat
也罷,233405,False,22,阿吉仔,也罷,0.492,0.507,11,-6.662,0.0,0.0252,0.498,2.43e-05,0.33,0.355,81.955,4.0,313.0,mandopop
Ved,180000,False,42,Ritviz,Ved,0.763,0.762,7,-7.379,1.0,0.0573,0.00339,0.603,0.167,0.486,107.043,4.0,320.0,indian
No lo vuelvas a hacer,207866,False,30,Ella Baila Sola,Ella Baila Sola,0.751,0.839,2,-7.551,1.0,0.049,0.523,0.0,0.24,0.73,91.084,4.0,302.0,spanish
你最珍貴,286840,False,56,Jacky Cheung;高慧君,不後悔,0.52,0.285,10,-10.754,1.0,0.027,0.686,0.0,0.0931,0.0798,93.922,4.0,439.0,mandopop
Boston City Hall,171464,False,35,Ewert,Boston City Hall,0.76,0.452,7,-5.884,1.0,0.107,0.243,0.864,0.0944,0.205,89.977,4.0,256.0,study
If I Didn't Have You - Hidehiko Ishizuka & Yuji Tanaka Version,219666,False,35,Hidehiko Ishizuka;Yuji Tanaka,"Monsters, Inc. (Original Motion Picture Soundtrack/Japan Release Version)",0.607,0.426,8,-10.044,1.0,0.0586,0.454,0.0,0.321,0.606,122.568,4.0,441.0,disney
Gold Plated,133333,False,39,Redmoo,Gold Plated,0.701,0.294,4,-8.645,0.0,0.0544,0.792,0.3,0.108,0.438,180.085,4.0,398.0,study
All For Love,180484,False,60,Tungevaag;Raaban;Richard Smitt,All For Love,0.689,0.901,7,-1.431,1.0,0.0678,0.145,1.03e-05,0.459,0.651,125.115,4.0,365.0,chicago-house
Psalm 91 (On Eagles' Wings),244639,False,47,Shane & Shane,"Psalms, Vol. 2",0.37,0.271,9,-8.894,1.0,0.03,0.157,0.0,0.116,0.112,123.921,4.0,496.0,iranian
Caixa de Saudade - Ao Vivo,178415,False,39,Kevi Jonny,Caixa de Saudade (Ao Vivo),0.55,0.665,0,-2.608,1.0,0.0662,0.301,0.0,0.126,0.643,143.441,4.0,422.0,forro
Song to Say Goodbye,324170,False,45,Harakiri for the Sky,Mære,0.391,0.942,11,-7.998,1.0,0.0633,0.000295,0.715,0.181,0.322,159.984,4.0,857.0,black-metal
