name,duration_ms,explicit,popularity,artists,album_name,key,loudness,mode,speechiness,instrumentalness,liveness,tempo,time_signature,n_beats,genre
Echo Cliff,120000,False,2,Kelly Kane,Echo Cliff,11,-12.841,0.0,0.113,0.937,0.114,160.114,4.0,319.0,study
Un Poco Más,145303,False,40,Rafa Figueroa,Un Poco Más,4,-15.411,1.0,0.044,0.903,0.087,140.05,4.0,326.0,study
Duluth,183133,False,30,Trampled by Turtles,Duluth,2,-6.897,1.0,0.0272,0.0853,0.152,113.426,4.0,334.0,bluegrass
Ewigkeit,425493,False,17,Der Weg einer Freiheit,Der Weg einer Freiheit,11,-5.793,1.0,0.0507,0.899,0.078,114.964,4.0,804.0,black-metal
Percolator (Will Clarke Remix) - Original Mix,312630,False,8,Cajmere;Will Clarke,Mercy EP,4,-8.531,1.0,0.0839,0.212,0.0744,125.98,4.0,656.0,chicago-house
Little Shell,88186,False,32,Play School,50 Best Songs,7,-12.0,1.0,0.0369,0.0,0.125,199.955,3.0,278.0,disney
As Festas Que O Sino Nos Traz,118826,False,29,Taryn Spilzman;Gabi Porto;Fábio Porchat,Olaf em Uma Nova Aventura Congelante de Frozen (Trilha Sonora Original em Português),6,-7.306,0.0,0.0315,8.4e-06,0.116,139.282,4.0,266.0,disney
ファンタスティックパレード,244066,False,23,Yume Miru Adolescence,5(Speical Edition),10,-1.109,0.0,0.139,4.73e-06,0.286,164.989,4.0,658.0,j-idol
說愛你,226533,False,59,Jolin Tsai,看我72變,0,-2.6,1.0,0.0288,2.61e-06,0.0885,101.996,4.0,379.0,mandopop
Loving You Like Always,199333,False,48,NTO;Tricky;Marta,Apnea,11,-13.362,1.0,0.0583,0.267,0.11,104.925,4.0,342.0,techno
旅行的意義,256706,False,57,Cheer Chen,華麗的冒險,2,-7.931,1.0,0.0299,0.0,0.365,137.972,4.0,579.0,mandopop
Shooting Star (Make A Wish),226225,False,4,Matt Large,Rare Breed,1,-7.988,1.0,0.042,0.927,0.0893,89.048,4.0,333.0,study
Fly Me to the Moon,186133,False,45,Olivia Ong,A Girl Meets Bossanova,9,-10.874,1.0,0.0317,0.000693,0.103,114.854,4.0,342.0,mandopop
手心的薔薇,280053,False,63,JJ Lin;G.E.M.,新地球,7,-5.702,1.0,0.0278,0.0,0.276,86.948,4.0,401.0,mandopop
失落沙洲,299346,False,56,LaLa Hsu,徐佳瑩LaLa首張創作專輯,7,-7.181,1.0,0.0333,0.0,0.112,80.197,4.0,385.0,mandopop
Mil horas,171853,False,40,Alex Ubago,Calle ilusión,3,-6.511,0.0,0.0248,1.07e-06,0.197,88.997,4.0,247.0,spanish
cheesus,126000,False,0,Giorgio Robertini,Slidetrue,9,-11.992,1.0,0.0769,0.942,0.103,90.156,4.0,188.0,study
To Impersonal Mankind,258720,False,0,Garhelenth,About Pessimistic Elements & Rebirth of Tragedy,5,-5.809,1.0,0.0585,0.0587,0.103,159.594,4.0,578.0,iranian
Svartmalt,259000,False,16,Mork,Katedralen,3,-6.831,0.0,0.0521,0.595,0.328,120.039,4.0,507.0,black-metal
Morning Fever - Album Edit,366213,False,6,Ron Trent,Dance Floor Boogie Delites,1,-14.441,0.0,0.117,0.826,0.0924,115.007,4.0,696.0,chicago-house
Ein ganz normaler Atze,186666,False,31,Die Atzen,"Atzen Musik Vol.1, 2 & 3",1,-5.072,1.0,0.0596,0.0,0.1,134.987,4.0,417.0,techno
Handz Up - Re-Style Remix,241371,False,18,Paul Elstak;Re-Style,Offensive Remix Pack,11,-3.94,1.0,0.0745,0.0767,0.232,175.058,4.0,689.0,happy
粉色海洋,186813,False,53,Jay Chou,最偉大的作品,5,-8.868,1.0,0.0564,0.11,0.31,166.015,4.0,509.0,mandopop
Devendo e Luxando,146323,False,42,Forró Ideal,Devendo e Luxando,0,-3.898,1.0,0.0958,0.0,0.327,142.92,4.0,347.0,forro
Two-Lane Blacktop,182666,False,54,Rob Zombie,"Past, Present & Future",10,-1.409,1.0,0.091,0.0,0.107,142.276,4.0,427.0,industrial
Bruderschaft,246680,False,0,Heimataerde,Kaltwaerts (Deluxe Edition),5,-6.732,0.0,0.0461,0.0311,0.189,139.949,4.0,558.0,industrial
In Your Heart,225131,False,31,Project Pitchfork,Fragment (Deluxe Version),0,-5.051,0.0,0.0548,0.106,0.333,120.011,4.0,448.0,industrial
Mayhayley's House,246663,False,28,Lonesome River Band,Mayhayley's House,0,-6.059,1.0,0.0282,0.0,0.14,89.084,4.0,361.0,bluegrass
"Frecuencia Álmica, Pt. 1",421000,False,24,Lucas Cervetti,Frecuencias Álmicas en 432hz,2,-15.217,1.0,0.0306,0.905,0.0639,99.783,1.0,746.0,mandopop
Uns gehört die Nacht,247106,False,0,Blutengel,Monument (Deluxe Edition),7,-3.994,0.0,0.0594,0.0609,0.241,134.983,4.0,547.0,industrial
Grind 2 Halt,295413,False,25,Static-X,Cult of Static,0,-4.333,0.0,0.0357,0.00436,0.07,99.988,4.0,485.0,industrial
黑色幽默,280493,False,51,Jay Chou,杰倫,10,-7.622,1.0,0.0282,0.0,0.136,127.905,4.0,591.0,mandopop
Moon Over Memphis,267226,False,26,Balsam Range,Five,11,-5.611,1.0,0.0306,0.0204,0.136,133.987,4.0,584.0,bluegrass
Hava Naquila - Flamman & Abraxas Radio Mix,226440,False,30,Party Animals,Hava Naquila,0,-6.064,1.0,0.0533,0.875,0.161,168.025,4.0,625.0,happy
Only a Dream,342946,False,13,Roni Size,V Classic,11,-2.872,0.0,0.0678,0.801,0.106,161.783,4.0,912.0,breakbeat
Maybelle,139000,False,32,The Grascals,Up All Night,9,-9.658,0.0,0.0283,0.00144,0.0842,124.971,4.0,282.0,bluegrass
Everything's Better With You,126832,False,23,"Sarah, the Illstrumentalist",Happy To See You,2,-6.112,1.0,0.049,0.883,0.106,94.006,4.0,197.0,study
Dokhtare Boyerahmadi (Folk Song),165506,False,0,Martin Shamoonpour,8 Bit,7,-7.927,1.0,0.0845,0.371,0.252,87.351,4.0,234.0,iranian
Árvore Cortada,423915,False,57,Valesca Mayssa,Árvore Cortada,5,-9.953,1.0,0.0344,0.0,0.117,138.32,4.0,949.0,brazil
Casa mais feliz da rua - Ao vivo,165750,False,42,João Gustavo e Murilo,Viciando (Ao vivo),4,-8.41,1.0,0.0509,0.0,0.158,160.004,4.0,434.0,forro
Eden Summer,168875,False,5,Oscar Hollis,Eden Summer,5,-17.355,1.0,0.0965,0.689,0.271,80.938,4.0,227.0,study
星の数え方,330533,False,23,Shiritsu Ebisu Chugaku,MUSiC,10,-5.547,1.0,0.0269,0.0,0.225,170.008,4.0,916.0,j-idol
Apocalyptic Hybrid,244533,True,22,Hypocrisy,Hypocrisy,2,-7.273,0.0,0.0836,0.0533,0.415,122.419,4.0,495.0,black-metal
"Aguente, Guerreiro",307750,False,47,Anderson Freire;Midian Lima,"Aguente, Guerreiro",2,-8.352,1.0,0.0523,0.0,0.0945,89.533,4.0,471.0,brazil
Te Amo x Tera Hone Laga Hoon - Acoustic,154419,False,0,NIRAJ,Te Amo x Tera Hone Laga Hoon (Acoustic),7,-11.423,1.0,0.0332,0.0,0.117,119.963,4.0,300.0,indian
我睡不著,199586,False,53,守夜人,使者,8,-12.27,1.0,0.0292,1.12e-06,0.101,145.914,4.0,479.0,mandopop
"The Lion Sleeps Tonight - From ""The Lion King""/Original Broadway Cast Recording",69760,False,54,Lebo M.,The Lion King: Original Broadway Cast Recording,4,-15.27,1.0,0.0606,1.34e-05,0.124,68.176,4.0,75.0,disney
Ukon Laulu,252556,False,27,Lepoka,Bibere Vivere,7,-4.14,1.0,0.09,0.000162,0.0878,180.012,4.0,745.0,spanish
The Ones You Left Behind,256252,False,18,Darkthrone,The Underground Resistance,0,-3.545,1.0,0.0978,0.253,0.102,71.249,4.0,302.0,black-metal
Moonrise City,136544,False,10,Justnormal,"If you're with me, you're with me.",9,-8.12,0.0,0.0529,0.323,0.107,101.444,3.0,230.0,study
Cuidas de Mim,317906,False,43,Olívia Ferreira,Tudo Passa Pela Cruz,11,-10.54,1.0,0.0292,1.12e-06,0.0954,169.721,4.0,877.0,brazil
Revive My Light,243478,False,17,Talla 2XLC;Alexandra Badoi,Revive My Light,4,-4.191,0.0,0.0732,0.0101,0.362,137.985,4.0,551.0,techno
僕たちの戦争,255880,False,31,Keyakizaka46,真っ白なものは汚したくなる (Complete Edition),5,-5.551,1.0,0.0719,0.0,0.368,170.053,4.0,712.0,j-idol
"NØ GØDS, NØ MASTERS",258465,False,52,Machine Head,ØF KINGDØM AND CRØWN,7,-3.987,1.0,0.115,1.37e-06,0.107,148.0,4.0,620.0,industrial
離人,295613,False,45,林志炫,擦聲而過,6,-10.722,1.0,0.0328,0.0,0.0785,177.679,4.0,837.0,mandopop
Se Tu Quiser / Quando Tu Ficar Cheirosa (Poema Incidental),214733,False,51,"Santanna ""O Cantador""",Forró Popular Brasileiro,5,-6.083,1.0,0.0319,0.0,0.157,163.863,4.0,581.0,forro
Tempter,405223,False,32,Goom Gum;Stylo,Tempter,8,-10.052,1.0,0.0441,0.852,0.0466,122.015,4.0,818.0,techno
Kabira,223459,False,79,Pritam;Tochi Raina;Rekha Bhardwaj,Yeh Jawaani Hai Deewani,2,-6.861,1.0,0.0271,0.0,0.192,84.027,4.0,312.0,indian
A New Error,367306,False,63,Moderat,Moderat,11,-11.326,0.0,0.0372,0.785,0.0661,110.993,4.0,670.0,techno
未来の答え,325213,False,30,Nogizaka46,逃げ水 (Special Edition),4,-2.441,1.0,0.0345,3.42e-06,0.372,146.021,4.0,775.0,j-idol
The Wolfheart (English Version),295093,False,15,Månegarm,Ynglingaättens Öde,10,-4.424,0.0,0.0664,0.017,0.0795,105.734,1.0,536.0,black-metal
A Love of My Own,350461,False,7,Fingers Inc.,Another Side,0,-4.588,1.0,0.11,0.0,0.0775,129.963,4.0,753.0,chicago-house
Lemon Kush,176721,True,40,Young Cister,Xtaciss,5,-6.612,0.0,0.126,7.24e-05,0.222,82.495,4.0,242.0,spanish
Mind Cancer,315186,False,0,Kahtmayan,Exir,0,-10.357,1.0,0.0412,0.735,0.0663,176.005,4.0,901.0,iranian
サヨナラの意味,299040,False,27,Nogizaka46,Time flies (Complete Edition),0,-3.358,1.0,0.0312,7.65e-06,0.226,126.98,4.0,619.0,j-idol
Beaks of Eagles - Fulgeance Remix,262195,False,12,Kelpe,Fourth: The Golden Eagle Remixed,10,-9.602,1.0,0.0425,0.638,0.336,99.965,4.0,432.0,idm
Capucha,174680,False,28,BaianaSystem;Claudia Manzo,Oxeaxeexu,2,-4.176,1.0,0.156,5.29e-05,0.215,104.981,4.0,299.0,afrobeat
李白,274920,False,56,Ronghao Li,模特,0,-12.257,1.0,0.03,5.67e-05,0.145,114.934,4.0,519.0,mandopop
猫の名前,297400,False,25,Keyakizaka46,真っ白なものは汚したくなる (Complete Edition),3,-4.627,1.0,0.0377,0.0,0.211,140.99,4.0,687.0,j-idol
Their Law,400733,True,48,The Prodigy,Music for the Jilted Generation,7,-8.468,1.0,0.0541,0.716,0.309,119.081,4.0,791.0,breakbeat
Same Drug,223200,True,25,Cold,13 Ways To Bleed Onstage,8,-5.539,1.0,0.0379,2.68e-05,0.0857,141.986,4.0,521.0,industrial
Pequeña Serenata Nocturna 1er Movimiento K525,362997,False,35,Sweet Little Band,Mozart Para Bebês,7,-11.724,1.0,0.0354,4.34e-05,0.134,128.78,4.0,770.0,disney
Time to Jack - Back 2 Jack 2018 Instrumental,363468,False,5,Chip E.;Carl Cox,Time 2 Jack,8,-7.304,1.0,0.0536,0.936,0.0906,127.974,4.0,772.0,chicago-house
Persepolis,304248,False,10,Arsames,Immortal Identity,4,-4.073,1.0,0.1,0.799,0.127,115.036,4.0,700.0,iranian
Judai,302400,False,62,Pritam;Kamran Ahmed,Jannat (Original Motion Picture Soundtrack),8,-4.814,0.0,0.0646,0.0013,0.115,111.934,4.0,557.0,indian
Rhytmic Silent Death,236307,False,0,Garhelenth,Conspiracy Under The Black Flame,1,-7.07,1.0,0.0402,0.904,0.112,130.007,4.0,491.0,iranian
Never Walk Alone - Live,348619,False,37,Hillsong Worship;Mi-kaisha Rose,These Same Skies (Live),5,-8.049,1.0,0.0332,0.0,0.103,143.804,4.0,824.0,mandopop
Volta Amor,256704,False,43,Robério e Seus Teclados,Volta Amor,2,-6.105,1.0,0.0392,5.8e-06,0.374,90.995,4.0,386.0,forro
Alta Estação,200646,False,55,Aviões do Forró,"Aviões do Forró, Vol. 3",7,-6.029,1.0,0.0515,0.0,0.499,165.96,4.0,551.0,forro
二人から少しずつ,135133,False,20,SHIKI THEATRE COMPANY,ディズニー 『アナと雪の女王』 ミュージカル <劇団四季> (オリジナル・サウンドトラック),4,-7.996,1.0,0.077,0.0,0.0916,89.632,3.0,199.0,disney
Lost Indian,177946,False,20,Foghorn Stringband,Rattlesnake Tidal Wave,7,-11.276,1.0,0.0384,0.944,0.155,133.171,4.0,384.0,bluegrass
よせばいいのに,226960,False,24,Teresa Teng,演歌のメッセージ,8,-9.028,0.0,0.0258,0.00568,0.123,98.58,4.0,367.0,mandopop
Wise River,233613,False,22,Kitchen Dwellers,Wise River,2,-4.936,1.0,0.0261,3.01e-05,0.123,110.027,4.0,421.0,bluegrass
94,137872,False,0,Soheil Soheili;Roj,94 unleashed.,10,-13.091,0.0,0.03,0.655,0.0917,92.975,4.0,212.0,iranian
No Other Name - Live,347960,False,44,Planetshakers,Endless Praise (Live),1,-5.096,1.0,0.0588,0.0,0.395,155.942,4.0,905.0,mandopop
Freckles,223600,False,52,The New Mastersounds,Breaks from the Border,6,-6.16,0.0,0.0311,0.802,0.0929,113.337,4.0,416.0,afrobeat
Pasión,231299,False,24,Planetshakers,Legado,8,-6.731,1.0,0.0357,0.00187,0.353,131.984,4.0,500.0,iranian
陀飛輪,279560,False,42,Eason Chan,Y100,0,-8.7,1.0,0.0349,0.0,0.115,134.277,4.0,607.0,mandopop
Mere Bina - Lofi Flip,162780,False,62,KSW;Nikhil D'Souza;Pritam,Mere Bina (Lofi Flip),1,-7.724,1.0,0.0367,0.00592,0.174,78.019,4.0,209.0,indian
Saudade Né Filha?,148720,False,30,Max e Luan,Saudade Né Filha?,7,-5.135,1.0,0.0393,0.0,0.109,126.008,4.0,305.0,forro
Me Chamando Pra Fazer,226493,False,36,Zé Vaqueiro,Vibe Original,5,-4.833,1.0,0.046,4.56e-06,0.326,158.006,4.0,582.0,forro
The Beat Don't Feel The Same - DNB Remix,237225,False,17,High Contrast;Boy Matthews,The Beat Don't Feel The Same (DNB Remix),3,-3.711,0.0,0.0488,0.0797,0.129,172.995,4.0,672.0,idm
Cancion Fronteriza,201173,False,28,Carlos Sadness,Ciencias Celestes,4,-10.004,1.0,0.0345,0.187,0.111,101.034,4.0,333.0,spanish
Hay Que Vivir El Momento,241367,False,57,Manuel Carrasco,Hay Que Vivir El Momento,8,-3.632,1.0,0.0886,0.0,0.315,101.051,4.0,396.0,spanish
Llueve sobre mojado,228783,False,61,Pablo Alborán;Aitana;Álvaro De Luna,Llueve sobre mojado,11,-4.519,0.0,0.1,0.000848,0.121,145.077,4.0,530.0,spanish
Handen Omhoog,186573,False,34,PartyfrieX,Partyfreak,6,-6.648,1.0,0.101,3.42e-05,0.259,145.05,4.0,448.0,happy
A Dança,242000,False,42,Legião Urbana,Legião Urbana,11,-13.917,0.0,0.0648,0.00175,0.1,136.059,4.0,542.0,brazil
In a Better Place,140874,False,11,"Sarah, the Illstrumentalist",Golden Skin,0,-7.732,1.0,0.0855,0.867,0.0803,141.369,4.0,329.0,study
I Need Thee,193106,False,45,Jadon Lavik,Roots Run Deep,10,-11.501,1.0,0.0312,0.0,0.193,78.345,3.0,240.0,indian
Minha História,276549,False,42,Gisele Nascimento,Minha História,6,-6.918,1.0,0.039,0.0,0.114,126.013,4.0,576.0,brazil
HELL,248285,False,45,G.E.M.,HELL,4,-6.233,1.0,0.0392,0.0004,0.0908,167.917,4.0,679.0,mandopop
Run Away,244133,False,55,Real McCoy,Another Night,1,-8.282,1.0,0.0396,0.00382,0.0817,130.947,4.0,529.0,techno
Khud Se,188571,False,47,Osho Jain,Wahaan,10,-16.133,1.0,0.0301,1.09e-06,0.111,140.077,3.0,430.0,indian
Alt,133073,False,0,Dj Promo,Hiplife,10,-0.181,1.0,0.0374,0.537,0.401,80.038,4.0,177.0,happy
Sinking Stone,282586,False,24,Alison Krauss & Union Station,Paper Airplane,11,-10.866,1.0,0.0296,0.0,0.277,159.562,4.0,735.0,bluegrass
Po' Prayer (Lofi Version),131400,False,3,Justnormal,Po' Prayer (lofi version),6,-10.266,0.0,0.0334,0.915,0.0974,99.995,4.0,218.0,study
永不失聯的愛,259600,False,67,Eric Chou,如果雨之後,10,-6.818,1.0,0.0332,0.0,0.101,169.511,4.0,717.0,mandopop
Chak De India,283951,False,59,Salim–Sulaiman;Sukhwinder Singh;Salim Merchant;Marianne D'Cruz;Jaideep Sahni,Chak De India,4,-8.544,1.0,0.0993,1.55e-05,0.141,104.985,4.0,490.0,indian
Song to Say Goodbye,324170,False,45,Harakiri for the Sky,Mære,11,-7.998,1.0,0.0633,0.715,0.181,159.984,4.0,857.0,black-metal
I See You (with Brandon Lake),230673,False,44,Chris Tomlin;Brandon Lake,Always,1,-4.561,1.0,0.0383,0.0,0.104,159.974,4.0,594.0,indian
Whadda U Want (From Me),304640,False,22,Frankie Knuckles;Adeva,Welcome To The Real World,1,-10.187,0.0,0.0329,2.66e-05,0.0272,119.992,4.0,605.0,chicago-house
Drouzhan,285306,False,3,Electroqute,Tanpasin,7,-3.796,1.0,0.0495,0.000459,0.159,171.983,4.0,808.0,iranian
Truth of Life,330906,False,0,Angband,Visions of the Seeker,0,-5.744,1.0,0.134,0.00535,0.282,151.999,4.0,836.0,iranian
Eno Ide,342230,False,48,Raghu Dixit,Psycho (Original Motion Picture Soundtrack),1,-11.386,1.0,0.0334,0.0225,0.0938,125.96,4.0,695.0,indian
Chosen Race,248226,False,17,Samael,Passage,3,-6.67,1.0,0.0677,0.175,0.305,126.285,4.0,518.0,black-metal
parastoo ahmady,192223,False,0,Asef Akbari,Perplexed,7,-12.146,0.0,0.0317,0.588,0.122,69.897,4.0,200.0,iranian
BiS-どうやらゾンビのおでまし- (NEW TYPE Ver.),302832,False,17,BiS,LOOKiE,5,-1.836,1.0,0.0472,0.27,0.164,94.972,4.0,472.0,j-idol
Turn Me Out - Dylan Rhymes Remix,424000,False,14,Meat Katie;Christian J;Dylan Rhymes,Remixed,6,-4.435,1.0,0.103,0.636,0.0873,131.968,4.0,923.0,breakbeat
十年,205423,False,65,Eason Chan,黑·白·灰,8,-9.126,1.0,0.0335,3.13e-06,0.104,123.987,4.0,405.0,mandopop
Aropador,240026,False,22,Plastilina Mosh,Juan Manuel,2,-14.552,1.0,0.0651,0.918,0.0676,117.147,4.0,461.0,afrobeat
yaadein,162352,False,46,Zaeden;AAKASH,Genesis 1:1,5,-8.325,1.0,0.0432,0.0,0.121,170.136,4.0,452.0,indian
Locked Up,198066,False,29,The Avett Brothers,Closer Than Together,9,-5.58,1.0,0.1,0.0,0.0653,157.156,4.0,508.0,bluegrass
Vida Eu Gosto De Você,181765,False,38,Maneva,Mundo Novo,4,-8.903,1.0,0.153,0.0,0.257,138.559,4.0,417.0,brazil
Climbing The Walls,211992,False,44,Fred V;Paul Dowling,Climbing The Walls,4,-4.539,0.0,0.0462,1.42e-06,0.161,173.974,4.0,606.0,industrial
We Can Work It Out,342994,False,13,Mr. Fingers,Introduction,11,-14.183,0.0,0.05,0.000138,0.287,113.068,4.0,641.0,chicago-house
Hot Wired,316066,False,0,The Del McCoury Band,Del Mccoury Still Sings Bluegrass,0,-7.196,1.0,0.0301,0.0292,0.457,126.621,4.0,661.0,bluegrass
Um Novo Lugar,428746,False,44,Mato Seco;Nazireu Rupestre,Seco e Ainda Vivo,5,-7.783,1.0,0.0428,0.0,0.346,124.042,4.0,886.0,brazil
Infinite Triumph (Defqon.1 Australia Hardcore Soundtrack),224432,False,25,Evil Activities,Defqon.1 Australia 2017 (The Soundtracks),7,-4.44,1.0,0.125,0.00524,0.069,92.505,4.0,333.0,techno
Bota pra Torar,134670,False,14,Pisadinha do Vaqueiro,Na Pegada do Vaqueiro,8,-5.427,1.0,0.0552,0.181,0.045,163.99,4.0,364.0,forro
Ranjha Anbashte Bishomar,60107,False,0,Najand,Spectre of Revolution,1,-1.066,0.0,0.084,0.632,0.219,128.107,4.0,127.0,iranian
バニラソルト,304240,False,42,Yui Horie,HONEY JET!!,4,-2.133,1.0,0.0438,0.00176,0.336,139.989,4.0,691.0,j-idol
Na Mesa do Rei,289720,False,47,Damares,Diamante (2010),11,-5.206,1.0,0.0472,0.0,0.165,145.365,4.0,695.0,brazil
Hé Suzie,184157,False,34,De Doelleazen;Henk Wijngaard,Gek Yne Kop,10,-7.199,1.0,0.0662,0.0435,0.187,174.976,4.0,525.0,happy
絢爛マイユース,261372,False,20,Dempagumi.Inc,ワレワレハデンパグミインクダ,7,-4.376,1.0,0.0469,0.000878,0.311,200.074,4.0,855.0,j-idol
Myriad Disguises,412800,False,6,Alphaxone;protoU,Back to Beyond,3,-15.965,1.0,0.041,0.888,0.0783,99.778,3.0,613.0,iranian
Ami Je Tomar (Kartik X Vidya),372192,False,43,Pritam;Arijit Singh;Shreya Ghoshal,Ami Je Tomar (Kartik X Vidya),8,-5.048,1.0,0.0591,0.0,0.358,115.98,4.0,715.0,indian
愛就一個字,272379,False,49,Jeff Chang,我好想,0,-6.93,1.0,0.0357,0.0,0.139,120.908,4.0,545.0,mandopop
Breaker Beats Pt. 2,177786,False,17,Freestylers,We Rock Hard,9,-12.172,1.0,0.0378,0.352,0.0519,127.989,4.0,376.0,breakbeat
Tell me,223013,False,53,milet,eyes,0,-6.612,1.0,0.0599,0.0,0.274,75.021,4.0,272.0,j-idol
Pump Action,134908,False,51,Overseer,Superconductor EP,4,-9.443,1.0,0.0318,0.695,0.126,105.005,4.0,224.0,breakbeat
Inlay,138221,False,46,Dusty Decks,Neon Tapestries,6,-10.659,1.0,0.08,0.941,0.111,142.142,4.0,320.0,study
Cave Crawl,208404,False,40,Navie D,Music to Banana To,5,-6.332,1.0,0.0299,0.896,0.11,125.008,4.0,425.0,techno
Tô Chegando,270048,False,45,Valesca Mayssa,Tô Chegando,0,-6.076,1.0,0.0442,0.0,0.143,123.891,4.0,554.0,brazil
Ne perdez jamais espoir,209533,False,20,Akitsa,"Arraché à la mort, forcé à vivre et mourir à nouveau / Ripped From Death, Forced To Live, And Die Again",1,-11.639,1.0,0.0497,0.828,0.251,152.638,4.0,532.0,black-metal
黃昏,344200,False,59,Steve Chou,Transfer,7,-9.836,1.0,0.0291,0.0,0.279,78.045,4.0,443.0,mandopop
Vildmarkens Fortrollande Stammer,249613,False,20,Vintersorg,Till Fjalls,0,-8.848,1.0,0.0662,4.97e-06,0.267,154.731,1.0,377.0,black-metal
Labareda - Ao Vivo,269282,False,61,Jefferson & Suellen,Labareda (Ao Vivo),9,-6.963,1.0,0.08,0.0,0.105,133.038,4.0,560.0,brazil
"Tur Kalleyan (From ""Laal Singh Chaddha"")",338152,False,44,Pritam;Shadab Faridi;Altamash Faridi;Arijit Singh,"Tur Kalleyan (From ""Laal Singh Chaddha"")",1,-8.945,0.0,0.0363,0.00137,0.0767,84.895,4.0,469.0,indian
Fazer Valer (Ao Vivo),182555,False,43,Aviões do Forró,CD Do DVD Itapebussu (Ao Vivo),4,-6.927,0.0,0.0527,2.5e-05,0.361,184.074,4.0,558.0,forro
Smack That,212360,True,84,Akon;Eminem,Konvicted,5,-5.171,1.0,0.0467,0.0,0.107,118.978,4.0,419.0,breakbeat
Promete,180398,False,56,Maneva,Mundo Novo,4,-8.282,1.0,0.0649,0.0,0.148,122.889,4.0,362.0,brazil
吼えろ 2021,261932,False,17,Momoiro Clover Z;Funky Kato,吼えろ 2021,3,-1.859,1.0,0.054,4.91e-06,0.145,134.013,4.0,570.0,j-idol
Tarheel Boys,117546,False,27,Town Mountain,Steady Operator,4,-7.263,0.0,0.0424,0.000352,0.184,162.077,4.0,305.0,bluegrass
聽媽媽的話,263973,False,57,Jay Chou,依然范特西,10,-6.615,1.0,0.0287,6.52e-05,0.11,92.989,4.0,402.0,mandopop
我們 - 《後來的我們》電影主題曲,260878,False,58,Eason Chan,我們 (《後來的我們》電影主題曲),9,-14.729,1.0,0.0395,1.76e-05,0.0866,144.58,4.0,582.0,mandopop
Thank You - Mixed,126171,False,22,Ed Solo;Leanne Louise,Welcome To The Jungle - Gold (The Best Of Jungle Cakes) - DJ Mix,8,-9.257,1.0,0.0498,0.00861,0.0825,87.49,4.0,183.0,breakbeat
belief tree,180000,False,38,Bullseye Release,belief tree,0,-6.647,0.0,0.0468,0.695,0.244,80.009,4.0,239.0,study
Quality,145785,True,46,Masicka;Sean Paul,438,10,-5.585,0.0,0.109,0.0,0.0729,94.062,4.0,225.0,j-dance
Nap Time,131266,False,36,Bedtime Baby,Baby Music: Help Your Baby Sleep Through The Night,0,-16.446,1.0,0.0522,0.936,0.0897,130.472,4.0,270.0,sleep
夢ノカケラ・・・,249626,False,31,ZONE,E 〜Complete A side Singles〜,6,-6.688,1.0,0.0294,0.0,0.0955,118.15,4.0,480.0,j-idol
Night of Santur,143026,False,0,Leila Bela,Angra Manyu,11,-10.055,1.0,0.0564,0.00237,0.447,62.204,4.0,146.0,iranian
Kings & Queens - James Carter Remix,136190,False,1,Ava Max;James Carter,EDM Hits,1,-5.55,0.0,0.0403,5.64e-05,0.226,126.001,4.0,278.0,breakbeat
Hinoki,121306,False,8,Anenon,Petrol,0,-14.255,1.0,0.0295,0.88,0.0991,57.17,3.0,113.0,idm
Hasta Cuando,199595,False,55,FERNANDOCOSTA,Tirititando,11,-7.692,0.0,0.139,0.0,0.0664,95.645,4.0,308.0,spanish
Virtual Gaming - Gammer Remix,158158,False,53,Gammer;Naeleck;Hige Driver,Virtual Gaming (Gammer Remix),11,-3.434,1.0,0.0474,0.318,0.353,150.008,4.0,380.0,techno
Follow This Beat,436680,False,17,Paul Johnson,Follow This Beat,10,-9.006,0.0,0.0422,0.0627,0.305,125.185,4.0,901.0,chicago-house
Dos Gardenias,184026,False,19,Buena Vista Social Club,Buena Vista Social Club,4,-16.741,0.0,0.0382,0.00014,0.0935,91.439,4.0,274.0,indian
La Taza,106026,False,31,Atención Atención,¿Donde Está el Sr. Sapo?,2,-5.103,1.0,0.0562,0.0,0.169,129.905,4.0,220.0,disney
虹が架かる瞬間,289546,False,31,≠ME,チョコレートメランコリー<Special Edition>,8,-2.848,1.0,0.0644,0.0,0.0512,145.011,4.0,685.0,j-idol
カレイドスコープ,243973,False,29,Keyakizaka46,永遠より長い一瞬 ~あの頃、確かに存在した私たち~(Complete Edition),9,-3.914,1.0,0.039,0.0,0.284,118.003,3.0,469.0,j-idol
