,name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,n_beats,genre
8759,Acenda o farol,192026,False,0,Tim Maia,Chill in Brazil,0.574,0.883,9,-6.686,1.0,0.136,0.0606,0.0,0.0524,0.692,123.095,4.0,389.0,brazil
8760,O Que Eu Faço Amanhã?,182600,False,0,Zezo,Zezo (O Príncipe dos Teclados),0.75,0.82,7,-2.627,0.0,0.0288,0.348,0.0,0.112,0.579,111.07,4.0,338.0,forro
8761,The Beat Don't Feel The Same - DNB Remix,237225,False,17,High Contrast;Boy Matthews,The Beat Don't Feel The Same (DNB Remix),0.535,0.884,3,-3.711,0.0,0.0488,0.000975,0.0797,0.129,0.303,172.995,4.0,672.0,idm
8762,This Is How We Overcome,229733,False,29,Hillsong Worship,By Your Side (Live),0.384,0.852,0,-7.162,1.0,0.0676,0.171,0.0,0.381,0.586,131.56,4.0,493.0,indian
8763,未接來電,281039,False,46,Naiwen Yang,ZERO,0.549,0.493,3,-9.267,1.0,0.0269,0.761,1.05e-06,0.0999,0.175,74.986,4.0,338.0,mandopop
8764,Party Maker,441453,False,21,Perfume,"Perfume The Best ""P Cubed""",0.604,0.994,1,-1.515,1.0,0.0569,0.0533,0.814,0.0897,0.233,130.011,4.0,949.0,j-idol
8765,Por la boca vive el pez,269373,False,69,Fito y Fitipaldis,Por la boca vive el pez,0.641,0.892,0,-2.812,0.0,0.0303,0.255,1.01e-05,0.221,0.841,151.229,4.0,661.0,spanish
8766,Trouble in Mind - Live,191306,False,18,The Wood Brothers,Live at the Barn,0.496,0.159,9,-10.496,1.0,0.0364,0.872,0.00384,0.699,0.303,128.508,4.0,409.0,bluegrass
8767,Flagellation,221546,False,28,Samael,Ceremony of Opposites,0.353,0.973,1,-6.297,1.0,0.0787,1.31e-05,0.708,0.104,0.286,118.021,4.0,429.0,industrial
8768,System Check,241680,False,2,Roni Size;Reprazent,In The Mode,0.645,0.888,1,-5.266,1.0,0.239,0.0503,0.000401,0.0983,0.614,170.1,4.0,679.0,breakbeat
8769,Déjame Vivir,227124,False,7,Fernando Corona;Cristina Eustace,Déjame Vivir,0.689,0.501,2,-13.741,1.0,0.0624,0.294,0.0,0.354,0.546,135.024,4.0,508.0,idm
8770,Chorus: Hallelujah (Remastered 2014),253847,False,0,Traditional;London Philharmonic Orchestra;The London Philharmonic Chorus,"Classical Christmas, Vol. 2",0.363,0.464,2,-8.569,1.0,0.0288,0.954,0.844,0.289,0.229,92.472,4.0,385.0,sleep
8771,The Music In Me - Original Mix,352874,False,12,Paul Johnson,The Music In Me,0.97,0.952,1,-5.723,1.0,0.272,0.0323,0.926,0.0881,0.251,133.004,4.0,777.0,chicago-house
8772,愛の何がわかる,252000,False,22,SHIKI THEATRE COMPANY,ディズニー 『アナと雪の女王』 ミュージカル <劇団四季> (オリジナル・サウンドトラック),0.626,0.596,5,-6.179,1.0,0.308,0.432,0.0,0.341,0.585,113.72,4.0,467.0,disney
8773,Gracefully Broken,350480,False,49,Matt Redman;Tasha Cobbs Leonard,Glory Song,0.322,0.666,9,-5.527,1.0,0.0466,0.302,0.0,0.0643,0.156,175.603,4.0,994.0,afrobeat
8774,Dunkles Wolkenmeer,125856,False,1,Kerstin Heiles,"Alexandra, wärst Du heut noch hier",0.315,0.174,3,-11.207,0.0,0.0599,0.859,2.04e-06,0.364,0.338,169.903,3.0,303.0,disney
8775,任我行,278640,False,51,Eason Chan,The Key,0.417,0.375,5,-11.861,1.0,0.0344,0.766,2.41e-05,0.133,0.464,130.416,4.0,547.0,mandopop
8776,Little Boy On Raven Wings Pt. 2,407580,False,6,Crows in the Rain,Sorrow for an Unfinished Dream,0.197,0.356,9,-12.047,0.0,0.0297,0.0448,0.921,0.09,0.0383,100.033,4.0,608.0,iranian
8777,無眠,224813,False,46,Sodagreen,十年一刻,0.504,0.354,11,-10.036,1.0,0.0382,0.835,0.0,0.0975,0.404,71.98,4.0,268.0,mandopop
8778,Resist,326666,False,21,Front Line Assembly,Caustic Grip,0.613,0.873,10,-9.269,0.0,0.0416,2.65e-05,0.68,0.803,0.475,128.0,4.0,690.0,industrial
8779,Blue Sphere,162118,False,61,Sea of Waves,Blue Sphere,0.209,0.0391,0,-27.37,1.0,0.043,0.888,0.838,0.0894,0.0518,60.884,4.0,165.0,sleep
8780,Monsun,101357,False,27,Rain Sounds,Soft Rain Sleep,0.132,0.0018,7,-19.851,1.0,0.165,2.25e-06,0.677,0.34,0.00598,82.432,4.0,138.0,sleep
8781,Top Rankin - Original Mix,316877,False,13,Ed Solo;Deekline,Welcome To The Jungle: The Ultimate Jungle Cakes Drum & Bass Compilation,0.651,0.985,7,-3.086,1.0,0.0498,0.000108,0.155,0.522,0.88,174.175,4.0,917.0,breakbeat
8782,Before,244560,False,10,The New Mastersounds;Eddie Roberts;Lamar Williams Jr.,The Deplar Effect,0.58,0.549,4,-12.382,1.0,0.0379,0.166,0.000344,0.0907,0.629,144.091,4.0,581.0,afrobeat
8783,You Are…,256666,False,0,Two Lone Swordsmen,Tiny Reminders,0.703,0.648,2,-13.394,1.0,0.074,0.257,0.842,0.0914,0.446,160.058,4.0,680.0,idm
8784,Honesty,210040,True,27,Sevendust,Seasons,0.578,0.959,11,-3.051,1.0,0.0533,0.00128,0.0001,0.0915,0.503,101.458,4.0,351.0,industrial
8785,Alma Mater,411506,False,16,Moonspell,Lisboa Under the Spell,0.337,0.955,9,-5.061,0.0,0.0839,5.98e-06,0.891,0.862,0.151,142.457,3.0,915.0,black-metal
8786,Heart of God,375200,False,38,Hillsong Worship;Hillsong Young & Free,Take Heart (Again),0.42,0.342,7,-8.831,1.0,0.0297,0.392,0.0,0.107,0.09,137.97,4.0,854.0,afrobeat
8787,Sex Beat,242586,False,0,Two Lone Swordsmen,From The Double Gone Chapel,0.598,0.927,11,-6.156,0.0,0.0436,0.0252,0.355,0.365,0.659,155.039,4.0,619.0,idm
8788,Little Shell,88186,False,32,Play School,50 Best Songs,0.479,0.189,7,-12.0,1.0,0.0369,0.892,0.0,0.125,0.609,199.955,3.0,278.0,disney
8789,6ix Variant,201743,True,18,Chronic Law;Sonovic,6ix Variant,0.563,0.741,2,-6.307,1.0,0.262,0.137,6.38e-06,0.153,0.355,98.007,4.0,288.0,j-dance
8790,心酸的情歌,248333,False,0,巫啟賢,Best Cantopop Tunes,0.633,0.702,4,-9.523,1.0,0.0448,0.267,0.0,0.103,0.603,128.003,4.0,479.0,mandopop
8791,Flutes - 165th Street Mix,335003,False,9,Jovonn,Goldtones,0.836,0.746,0,-9.648,1.0,0.0756,0.0049,0.407,0.0879,0.637,120.906,4.0,672.0,chicago-house
8792,Bebe até Amanhecer,141721,True,37,Japãozin,Arraiá pra Paredão,0.736,0.73,4,-4.556,0.0,0.0533,0.0417,4.79e-06,0.0637,0.96,160.084,4.0,370.0,forro
8793,Hakkûh (Loud Play Mix),310000,False,18,3 Steps Ahead,Most Wanted and Mad,0.618,0.915,11,-6.559,1.0,0.0912,0.0161,0.0652,0.267,0.0382,98.507,4.0,502.0,happy
8794,Sou Favela,162194,False,36,Os Barões Da Pisadinha,Agora Eu Pego Mesmo,0.815,0.803,6,-5.73,0.0,0.0567,0.404,0.0,0.0265,0.972,167.952,4.0,453.0,forro
8795,Something I Said,222860,False,22,Charlie Parr,I Ain't Dead Yet,0.608,0.376,7,-15.134,1.0,0.0311,0.868,0.0924,0.113,0.872,100.722,4.0,373.0,bluegrass
8796,Adiyogi (The Source of Yoga),393219,False,59,Kailash Kher,Adiyogi (The Source of Yoga),0.611,0.512,11,-12.533,0.0,0.0361,0.3,0.000851,0.219,0.263,99.987,1.0,648.0,indian
8797,Tomar Kotha,277347,False,46,Papon;Keshab Nayan,Tomar Kotha,0.695,0.516,4,-7.356,1.0,0.0377,0.596,0.000115,0.11,0.494,129.939,3.0,599.0,indian
8798,Everyday Stranger,326486,False,12,Dub Pistols;Ashley Slater,Rum & Coke,0.652,0.672,7,-7.309,1.0,0.0325,0.0339,3.85e-05,0.795,0.18,111.974,4.0,597.0,breakbeat
8799,Shenpa Indicator Light!!!,145403,False,0,Fire-Toolz,Eternal Home,0.357,0.882,0,-7.669,0.0,0.119,0.00267,0.626,0.239,0.291,114.43,4.0,304.0,techno
8800,Trailer Trash,250560,False,30,Pickin' On Series;Iron Horse,Pickin' on Modest Mouse,0.465,0.61,7,-8.506,1.0,0.0319,0.358,0.0102,0.0689,0.716,174.783,4.0,704.0,bluegrass
8801,Multidimensional,150500,False,27,"Sarah, the Illstrumentalist",All The Feels,0.835,0.453,5,-6.316,0.0,0.0543,0.186,0.229,0.139,0.601,92.999,4.0,230.0,study
8802,Como Vou Deixar Você?,188800,False,55,Calcinha Preta,"Fica Comigo, Paulinha, Vol. 17",0.517,0.933,4,-3.988,0.0,0.0678,0.222,2.51e-06,0.48,0.63,180.11,4.0,565.0,forro
8803,Groundhog Day - Extended Mix,284903,False,8,Scooter,Groundhog Day (The Mixes),0.555,0.992,5,-5.04,1.0,0.143,0.00131,0.00596,0.245,0.1,154.982,4.0,725.0,happy
8804,Endless Alleluia - Live,323346,False,47,Bethel Music;Cory Asbury,Victory (Live),0.394,0.627,9,-6.707,1.0,0.0322,0.25,0.0,0.118,0.237,153.939,4.0,826.0,mandopop
8805,Pa'l Norte - Beauty Brain Remix,266432,False,23,Calle 13,Pa'l Norte (Beauty Brain Remix),0.791,0.835,3,-6.807,0.0,0.0584,0.0223,0.234,0.0506,0.8,140.027,4.0,608.0,afrobeat
8806,Cold World,211278,True,14,Rhumba,Cold World,0.542,0.457,11,-8.781,1.0,0.166,0.426,0.0,0.118,0.304,99.971,4.0,403.0,j-dance
8807,Galti Se Mistake,203076,False,45,Pritam;Arijit Singh;Amit Mishra,Jagga Jasoos,0.438,0.797,11,-4.395,1.0,0.227,0.0173,0.0,0.164,0.71,195.237,3.0,591.0,indian
8808,The Ones Who Came Before,222520,False,23,Samael,Passage,0.355,0.94,10,-7.446,1.0,0.0781,1.83e-06,0.818,0.214,0.126,164.235,4.0,606.0,industrial
8809,Saiyyan,343906,False,73,Kailash Kher;Paresh Kamath;Naresh Kamath,Kailasa Jhoomo Re,0.473,0.562,0,-8.624,1.0,0.0451,0.65,0.000117,0.12,0.316,74.653,3.0,422.0,indian
8810,NEW SHIP(歌:スペシャルガールズA),289560,False,31,AKB48,GIVE ME FIVE! Type-A(通常盤),0.374,0.911,10,-2.739,1.0,0.0438,0.00586,0.00156,0.324,0.411,165.927,4.0,780.0,j-idol
8811,李白,274920,False,56,Ronghao Li,模特,0.81,0.543,0,-12.257,1.0,0.03,0.79,5.67e-05,0.145,0.823,114.934,4.0,519.0,mandopop
8812,Fly Without Wings...,66000,False,1,Confess,Beginning of Dominion,0.421,0.419,1,-10.049,0.0,0.0368,0.622,0.968,0.192,0.0637,97.986,4.0,104.0,iranian
8813,Spread Love,298800,False,12,Freestylers;Kytami,Spread Love,0.723,0.831,7,-7.059,1.0,0.0422,0.0052,0.297,0.117,0.287,127.996,4.0,629.0,breakbeat
8814,Kitna Hai Pyaar,263520,False,43,Ashu Shukla,Kitna Hai Pyaar,0.288,0.281,3,-9.876,1.0,0.029,0.798,0.0,0.0813,0.376,83.211,4.0,412.0,indian
8815,情難枕,261000,False,26,邰正宵,歌者1 男懂女人心,0.56,0.525,8,-7.294,1.0,0.0319,0.505,1.02e-05,0.0817,0.434,115.877,4.0,493.0,mandopop
8816,Blackberry Blossom,159133,False,37,Tony Rice Unit,Manzanita,0.457,0.602,7,-11.774,1.0,0.0361,0.153,0.897,0.132,0.769,129.507,4.0,328.0,bluegrass
8817,W.W.D,345273,False,20,Dempagumi.Inc,WWDBEST ~電波良好!~,0.591,0.957,5,-2.015,1.0,0.0999,0.345,0.0,0.391,0.586,94.989,4.0,538.0,j-idol
8818,Trust - Motor City Drum Ensemble Deep Mix,472084,False,21,Romanthony;Motor City Drum Ensemble,Trust 2014,0.671,0.672,6,-11.217,1.0,0.0424,0.0221,0.662,0.33,0.352,120.5,4.0,947.0,chicago-house
8819,Apokaliptyczny Młot (Obliteracja Poprzez Życie),306370,True,17,Truchło Strzygi,Pora Umierać,0.263,0.715,8,-9.528,1.0,0.0902,0.000425,3.78e-05,0.413,0.241,151.917,4.0,711.0,black-metal
8820,It's House - Jamie's Basement Edit,369982,False,6,Chip E.;Jamie 3:26,Jamie 3:26 Presents a Taste of Chicago,0.974,0.735,10,-10.797,0.0,0.323,0.143,0.0182,0.135,0.69,124.663,4.0,761.0,chicago-house
8821,One Drop in the Bottle,295093,False,24,Town Mountain,New Freedom Blues,0.539,0.61,4,-7.622,1.0,0.032,0.563,0.00185,0.0902,0.74,145.661,4.0,705.0,bluegrass
8822,Kodomotachi,246706,False,39,Susumu Yokota,Sakura,0.688,0.589,1,-9.653,0.0,0.0315,0.956,0.911,0.114,0.387,118.001,4.0,477.0,idm
8823,Não dá pra Explicar,194644,False,47,FBC;VHOOR;Mariana Cavanellas,BAILE,0.869,0.725,0,-8.428,1.0,0.0522,0.0357,2.6e-05,0.111,0.171,129.981,4.0,418.0,brazil
8824,stay gold,214546,False,22,Momoiro Clover Z,stay gold,0.427,0.965,5,-1.384,0.0,0.0843,0.00567,0.208,0.25,0.362,96.546,4.0,338.0,j-idol
8825,Back In Action (Mixed),48000,False,26,Whiney;Slay,Hospital Mixtape: Lens (DJ Mix),0.579,0.737,1,-4.254,1.0,0.041,0.00243,0.00379,0.491,0.0756,87.508,4.0,70.0,industrial
8826,イマジネーション,280333,False,20,Momoiro Clover Z,白金の夜明け,0.58,0.88,1,-3.299,1.0,0.0424,0.0914,0.0504,0.332,0.691,98.472,4.0,452.0,j-idol
8827,Clean (+ spontaneous) - Live at Team Night,331082,False,42,Hillsong Worship;TAYA,Team Night,0.308,0.435,0,-8.738,1.0,0.0311,0.0896,0.0,0.112,0.0794,135.842,4.0,733.0,afrobeat
8828,"Good News - From ""James and the Giant Peach"" / Soundtrack Version",260053,False,18,Randy Newman,James And The Giant Peach,0.746,0.83,0,-8.609,1.0,0.0426,0.247,3.18e-05,0.0762,0.661,120.18,4.0,508.0,disney
8829,LDMF - (Wildstylez Rmx),294975,False,26,The Masochist,Scantraxx 040,0.794,0.862,11,-7.384,1.0,0.183,0.0109,0.32,0.0643,0.0751,150.014,3.0,727.0,techno
8830,Thunder And Lightning,169662,False,31,Lonesome River Band,Bridging the Tradition,0.551,0.737,2,-6.528,1.0,0.0341,0.414,1.16e-06,0.0802,0.821,181.071,4.0,492.0,bluegrass
8831,Break You Down,303272,True,10,Ed Solo;Darrison,Don't Stop,0.815,0.84,4,-4.86,0.0,0.0367,0.211,7.88e-05,0.0517,0.967,110.005,4.0,547.0,breakbeat
8832,Dia Quente,301013,False,43,Rodolfo Abrantes,O Dia Que Será Pra Sempre,0.618,0.392,6,-7.29,1.0,0.0288,0.818,0.0,0.107,0.367,143.924,4.0,702.0,brazil
8833,掌で踊る,194920,False,43,Sokoninaru,掌で踊る,0.511,0.915,3,-1.719,0.0,0.176,0.00166,0.00376,0.209,0.537,107.077,4.0,344.0,j-idol
8834,Blinking,167026,False,14,Casino Versus Japan,Echo Counting,0.562,0.528,11,-14.256,0.0,0.0775,0.148,0.882,0.13,0.552,87.924,4.0,239.0,idm
8835,Nihon De Homuresu,284400,False,0,Bogdan Raczynski,Samurai Math Beats,0.647,0.654,7,-9.123,1.0,0.178,0.0336,0.913,0.112,0.353,93.084,4.0,434.0,idm
8836,O Nowym Orleanie (Final),96586,False,22,Karolina Trebacz,Ksiezniczka I Zaba,0.587,0.807,0,-3.506,1.0,0.0452,0.499,0.0025,0.0742,0.672,147.886,4.0,230.0,disney
8837,Views from Yamashita Park,100363,False,49,Nathan Kawanishi,Nostalgia,0.706,0.253,0,-18.513,1.0,0.0355,0.941,0.921,0.123,0.382,110.036,4.0,182.0,study
8838,Up All Night - Radio Edit,182787,False,59,Agoria,Up All Night,0.562,0.719,11,-8.338,1.0,0.0328,0.0603,0.745,0.0944,0.226,121.009,4.0,360.0,techno
8839,Sucrilhos,240226,False,32,Criolo,Nó na Orelha,0.788,0.574,0,-9.068,1.0,0.319,0.0626,0.0,0.203,0.764,160.027,4.0,635.0,brazil
8840,Pieces of You,226268,False,34,Ben Sollee,Ben Sollee and Kentucky Native,0.578,0.189,6,-13.538,1.0,0.0314,0.862,0.000566,0.119,0.487,103.285,4.0,382.0,bluegrass
8841,牛仔很忙,166186,False,45,Jay Chou,我很忙,0.728,0.78,0,-7.71,1.0,0.0351,0.336,1.6e-05,0.157,0.892,124.011,4.0,335.0,mandopop
8842,Empathy,260571,False,43,Bassnectar,Vava Voom,0.382,0.976,11,-2.909,1.0,0.0729,1.28e-05,0.556,0.109,0.337,140.014,4.0,604.0,breakbeat
8843,EVERYBODY WANTS TO GO TO HEAVEN - Victor Ruiz Remix,384000,False,45,Boris Brejcha;Victor Ruiz,EVERYBODY WANTS TO GO TO HEAVEN,0.842,0.563,7,-9.458,1.0,0.067,0.0101,0.803,0.0959,0.659,124.989,4.0,800.0,techno
8844,Rite Of Cthulhu,120440,False,19,Samael,Worship Him,0.259,0.79,10,-8.066,0.0,0.0375,0.000896,0.89,0.115,0.0614,152.502,4.0,300.0,black-metal
8845,Odio que te quiero,163322,False,59,Paula Koops;Noan,Odio que te quiero,0.58,0.891,6,-4.1,1.0,0.0723,0.0451,0.0,0.119,0.531,181.899,4.0,488.0,spanish
8846,Virginia Company - Reprise,35626,False,20,Sigmar Solbach;Karl Schulz;Stefan Fredrich;Chorus - Pocahontas,Pocahontas (Deutscher Original Film-Soundtrack),0.555,0.305,7,-13.117,1.0,0.0305,0.911,0.0,0.192,0.839,90.973,3.0,54.0,disney
8847,Gave You Time,223466,False,14,Dub Pistols,Speakers and Tweeters,0.656,0.482,2,-10.191,0.0,0.0474,0.184,0.0526,0.0835,0.422,92.101,4.0,340.0,breakbeat
8848,After Surf Sandwich,152200,False,46,Breakfast For Brunch,Post It Beats Pt.1,0.63,0.357,4,-17.251,0.0,0.0409,0.783,0.861,0.19,0.324,150.011,4.0,376.0,study
8849,Eu Te Esperarei,218280,False,44,Raquel dos Teclados,Vol. 9,0.842,0.695,1,-3.391,0.0,0.0349,0.118,0.000161,0.0913,0.885,137.896,4.0,499.0,forro
8850,Abcd -Yaariyan,205513,False,49,Pritam;Benny Dayal;Shefali Alvares;Yo Yo Honey Singh,Yaariyan,0.699,0.815,0,-4.282,1.0,0.0584,0.0217,0.0,0.0466,0.737,127.985,4.0,432.0,indian
8851,River Flows In You - Piano & Cello,160698,False,42,Benny Martin;The Wong Janice,River Flows In You (Piano & Cello),0.368,0.156,2,-15.525,1.0,0.057,0.962,0.899,0.0772,0.402,70.275,4.0,177.0,disney
8852,You'll Be In My Heart,98080,False,29,Marsa Sakamoto;Toshiko Fujita,My First Disney Original Soundtrack Best Japanese Version,0.266,0.144,9,-17.406,1.0,0.0369,0.851,0.0,0.114,0.227,90.513,4.0,139.0,disney
8853,Fires Glow,242940,False,18,Lack Of Afro;Emma Noble,Hello Baby,0.633,0.681,5,-10.054,1.0,0.0343,0.38,0.016,0.665,0.622,110.004,4.0,444.0,afrobeat
8854,deep fake,213871,True,0,Architects,deep fake,0.505,0.854,6,-4.167,0.0,0.0851,0.000101,0.00325,0.0556,0.319,96.023,4.0,341.0,black-metal
8855,Fantastic Man,386160,False,46,William Onyeabor,World Psychedelic Classics 5: Who Is William Onyeabor?,0.7,0.756,2,-10.714,1.0,0.0575,0.00182,0.711,0.0575,0.944,114.28,4.0,734.0,afrobeat
8856,Nights in Berlin,396480,False,4,Chez Damier;Sean Ray,Nights in Berlin EP,0.859,0.592,5,-8.29,1.0,0.0801,0.00202,0.909,0.0629,0.393,125.014,4.0,821.0,chicago-house
8857,Shesmovedon,314400,False,49,Porcupine Tree,Lightbulb Sun,0.551,0.618,4,-9.596,0.0,0.0294,0.00742,0.0274,0.49,0.406,142.028,4.0,744.0,black-metal
8858,Deus Forte,276178,False,54,Kleber Lucas,Aos Pés da Cruz,0.412,0.643,7,-8.444,1.0,0.0315,0.0595,0.0,0.972,0.373,85.425,4.0,391.0,brazil
8859,Army of Hardcore - Radio Edit,177974,False,33,Scooter,Music For A Big Night Out,0.566,0.947,1,-4.402,1.0,0.0778,0.00144,0.000926,0.382,0.626,138.057,4.0,398.0,happy
8860,Frontline,208777,False,31,OAFF;Lothika,Frontline - Single,0.355,0.264,0,-10.174,1.0,0.029,0.539,0.00353,0.0988,0.107,93.021,3.0,319.0,indian
8861,Con Ella,292600,False,40,Cristian Castro,Cancionero,0.449,0.551,4,-4.77,1.0,0.0308,0.313,0.0,0.132,0.156,77.927,4.0,375.0,spanish
8862,In the Curve - Bonus Track,213706,False,31,The Avett Brothers,Emotionalism (Bonus Track Version),0.423,0.362,10,-6.906,1.0,0.0451,0.889,4.07e-06,0.087,0.364,174.173,3.0,609.0,bluegrass
8863,Shor,226980,False,39,Arijit Anand,Shor,0.623,0.195,11,-11.463,1.0,0.0287,0.868,1.71e-06,0.087,0.16,70.005,4.0,259.0,indian
8864,The Problem,203954,False,39,Adam Turley;Heather Sommer,The Problem,0.697,0.461,0,-6.817,1.0,0.0297,0.154,0.0,0.145,0.501,98.021,4.0,328.0,sleep
8865,LIAR,276666,False,23,Akina Nakamori,コンプリート・シングル・コレクションズ〜ファースト・テン・イヤーズ<ライノ・プレミアム・エディション>,0.602,0.662,4,-7.134,0.0,0.0255,0.0917,0.0013,0.0683,0.323,127.977,4.0,576.0,j-idol
8866,U MI LUV,219706,False,46,jahmiel,U MI LUV,0.65,0.592,5,-6.193,0.0,0.112,0.372,0.0,0.0866,0.58,135.971,4.0,489.0,j-dance
8867,Real Immigrant,159500,False,0,ArtSaves,Empty Sounds,0.328,0.0779,9,-16.53,1.0,0.0374,0.808,0.746,0.134,0.0361,87.035,4.0,228.0,iranian
8868,MAH,336000,False,42,The Chemical Brothers,No Geography,0.688,0.927,0,-6.083,1.0,0.0617,0.0296,0.238,0.346,0.212,129.947,4.0,718.0,breakbeat
8869,I've Gotta Get A Message to You,278540,False,25,Bobby Osborne;Alison Brown;Claire Lynch;Rob Ickes;Sierra Hull;Stuart Duncan;Trey Hensley,Original,0.664,0.695,0,-9.387,1.0,0.0308,0.454,0.0403,0.37,0.887,120.985,4.0,557.0,bluegrass
8870,Swing Platter,143574,False,23,Dusty Decks,On the Keys of Steel,0.599,0.354,3,-11.341,1.0,0.0323,0.789,0.295,0.167,0.363,74.978,4.0,177.0,study
8871,"Dicke Titten, Kartoffelsalat",198903,True,24,Ikke Hüftgold,"Dicke Titten, Kartoffelsalat",0.598,0.954,6,-2.13,1.0,0.27,0.146,0.0,0.413,0.642,144.984,4.0,468.0,happy
8872,Me Gustas,206623,False,49,Tutto Durán,Me Gustas,0.657,0.814,2,-4.382,1.0,0.0838,0.0413,5.05e-06,0.155,0.691,165.953,4.0,563.0,spanish
8873,"Marta, Sebas, Guille y los demás",223186,False,64,Amaral,Pájaros En La Cabeza,0.598,0.853,2,-4.559,1.0,0.0506,0.269,0.0,0.112,0.66,102.473,4.0,371.0,spanish
8874,Endless Alleluia,265377,False,58,Cory Asbury,Reckless Love,0.261,0.179,9,-10.423,1.0,0.0368,0.848,0.0,0.113,0.229,77.473,4.0,397.0,afrobeat
8875,Todas as Janelas,267333,False,48,Jota Quest,Saideira Acústico Sessions,0.582,0.561,9,-7.068,1.0,0.0293,0.0687,2.13e-05,0.0829,0.412,82.969,4.0,365.0,brazil
8876,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,244873,True,67,Travis Scott;ROSALÍA;Lil Baby,JACKBOYS,0.559,0.491,2,-6.406,0.0,0.0346,0.0567,0.0,0.0992,0.114,153.131,4.0,622.0,chicago-house
8877,Juvenescence,150167,False,50,Verzache,Juvenescence,0.837,0.36,2,-8.864,1.0,0.0516,0.773,0.174,0.132,0.457,89.529,4.0,224.0,sleep
8878,Caminho da Luz,412356,False,47,Mato Seco,Seco Mas Não Morto,0.749,0.663,9,-7.825,1.0,0.0814,0.243,2.72e-05,0.587,0.944,150.639,4.0,1034.0,brazil
8879,Echo Cliff,120000,False,2,Kelly Kane,Echo Cliff,0.689,0.354,11,-12.841,0.0,0.113,0.879,0.937,0.114,0.55,160.114,4.0,319.0,study
8880,Session,185136,False,10,Luke Vibert,Luke Vibert presents Rave Hop,0.591,0.794,10,-5.318,1.0,0.2,0.00301,0.452,0.132,0.461,194.269,4.0,591.0,idm
8881,Never (Colyn Remix),217154,False,28,Joris Voorn;Colyn,Four (Remixes Deluxe),0.713,0.573,0,-11.053,0.0,0.0444,0.125,0.938,0.102,0.165,123.976,4.0,447.0,techno
8882,Creme De La Creme,135621,False,41,G O L,Creme De La Creme,0.662,0.265,6,-12.794,1.0,0.0361,0.905,0.93,0.0987,0.217,78.215,4.0,176.0,study
8883,De Janeiro a Janeiro,246400,False,51,Limão Com Mel,"Limão com Mel, Vol. 3",0.674,0.836,0,-7.072,1.0,0.0328,0.0816,3.19e-05,0.109,0.901,114.943,4.0,466.0,forro
8884,Collard Greens and Cornbread Strut,87985,False,1,Cameron's Bedtime Classics,Soul,0.456,0.262,0,-12.953,1.0,0.0303,0.977,0.418,0.169,0.052,93.609,4.0,130.0,disney
8885,Fear & Trust,118356,False,0,Sless Praismo;Mosalla,Fear & Trust,0.661,0.358,5,-16.862,0.0,0.0786,0.899,0.873,0.125,0.348,145.921,4.0,288.0,study
8886,Wizarsh,381000,True,0,From The Vastland,Chamrosh,0.321,0.856,1,-5.032,1.0,0.0644,2.7e-06,0.954,0.11,0.2,109.843,4.0,686.0,iranian
8887,Cognitive Flux,135527,False,6,Obfusc,Neo Cab (Original Game Soundtrack),0.681,0.721,2,-14.49,1.0,0.0472,0.525,0.893,0.108,0.0752,169.985,4.0,380.0,idm
8888,Te necesito - Remaster 2015,244413,False,30,Hombres G,30 años y un día,0.61,0.467,7,-7.064,1.0,0.0265,0.785,0.00463,0.248,0.126,85.117,4.0,340.0,spanish
8889,Thirty,163000,False,0,Farzad Golpayegani,Two,0.377,0.963,9,-1.076,1.0,0.108,0.119,0.909,0.115,0.239,137.932,1.0,365.0,iranian
8890,O Santo De Polvora,157800,False,23,Chris Thile,How To Grow A Woman From The Ground,0.547,0.527,7,-12.725,1.0,0.0388,0.896,0.863,0.302,0.926,116.678,4.0,301.0,bluegrass
8891,新未来センセーション,220998,False,22,Shiritsu Ebisu Chugaku,新未来センセーション,0.631,0.857,6,-3.019,0.0,0.0507,0.00387,9.98e-05,0.287,0.715,99.993,4.0,358.0,j-idol
8892,Circus Bugs - Score,87186,False,20,Randy Newman,A Bug's Life,0.225,0.305,8,-13.505,1.0,0.0448,0.778,0.906,0.182,0.35,169.897,4.0,235.0,disney
8893,Emerging Space,253335,False,0,Spuntic,Out of Step,0.0992,0.254,0,-16.296,1.0,0.0327,0.897,0.0995,0.392,0.033,82.701,4.0,346.0,iranian
8894,Un Año Más (En Vivo),356101,False,31,Ana Torroja;90´s Pop Tour;Sentidos Opuestos;Lynda;Benny;Kabah;JNS;Erik Rubin;Magneto,90's Pop Tour 4 (En Vivo Desde la Arena Ciudad de México),0.548,0.834,11,-7.757,1.0,0.0348,0.023,0.000441,0.488,0.476,96.992,4.0,572.0,spanish
8895,Reiki Healing (Musica para Relajar),192630,False,28,Reiki Armonía,"Musica Reiki - Musica Relajante para Reiki, Yoga, Meditación, Tai Chi y Armonia",0.287,0.0808,11,-21.822,0.0,0.0496,0.916,0.312,0.121,0.0588,62.194,4.0,198.0,indian
